,Title,Type,BodyPart,Equipment,Level,RatingDesc,Calories
0,Incline dumbbell biceps curl,Strength,Biceps,Bands,Intermediate,,
1,Wide-grip barbell curl,Strength,Biceps,Barbell,Beginner,Average,
2,Barbell Curl,Strength,Biceps,Barbell,Intermediate,Average,
3,Barbell Curls Lying Against An Incline,Strength,Biceps,Barbell,Beginner,Average,
4,Seated Close-Grip Concentration Barbell Curl,Strength,Biceps,Barbell,Beginner,Average,
5,Close-grip barbell curl,Strength,Biceps,Barbell,Beginner,Average,
6,Reverse-grip barbell curl,Strength,Biceps,Barbell,Intermediate,Average,
7,Lying High Bench Barbell Curl,Strength,Biceps,Barbell,Beginner,Average,
8,Barbell curl-,Strength,Biceps,Barbell,Intermediate,,
9,Paul Carter Barbell Curl,Strength,Biceps,Barbell,Intermediate,,
10,Seated Barbell Curl,Strength,Biceps,Barbell,Intermediate,,
11,AM Standing Barbell Curl,Strength,Biceps,Barbell,Intermediate,,
12,30 Arms Standing Barbell Curl,Strength,Biceps,Barbell,Intermediate,,
13,Flexor Incline Dumbbell Curls,Strength,Biceps,Dumbbell,Beginner,Average,
14,Dumbbell Bicep Curl,Strength,Biceps,Dumbbell,Intermediate,Average,
15,Dumbbell Alternate Bicep Curl,Strength,Biceps,Dumbbell,Intermediate,Average,
16,Single-arm dumbbell preacher curl,Strength,Biceps,Dumbbell,Intermediate,Average,
17,Alternate Incline Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate,Average,
18,Alternating incline dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate,Average,
19,Seated dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate,Average,
20,Preacher Hammer Dumbbell Curl,Strength,Biceps,Dumbbell,Beginner,Average,
21,Dumbbell preacher curl,Strength,Biceps,Dumbbell,Intermediate,Average,
22,Lying Supine Dumbbell Curl,Strength,Biceps,Dumbbell,Beginner,Average,
23,Standing Dumbbell Reverse Curl,Strength,Biceps,Dumbbell,Beginner,Average,
24,Face-down incline dumbbell biceps curl,Strength,Biceps,Dumbbell,Beginner,Average,
25,Seated Dumbbell Inner Biceps Curl,Strength,Biceps,Dumbbell,Beginner,Average,
26,Paul Carter Incline Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,,
27,FYR Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate,,
28,Dumbbell biceps curl to upright row,Strength,Biceps,Dumbbell,Intermediate,,
29,FYR Dumbbell Hammer Curl,Strength,Biceps,Dumbbell,Intermediate,,
30,Dumbbell overhead hold with single-arm curl,Strength,Biceps,Dumbbell,Intermediate,,
31,Lunge hold dumbbell curl,Strength,Biceps,Dumbbell,Intermediate,,
32,FYR Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,,
33,Alternating dumbbell snatch,Strength,Biceps,Dumbbell,Intermediate,,
34,TBS Incline Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate,,
35,Reverse-grip dumbbell curl,Strength,Biceps,Dumbbell,Intermediate,,
36,Incline Dumbbell Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate,,
37,Seated Dumbbell Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate,,
38,Dumbbell Hammer Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate,,
39,Single-arm seated dumbbell curl,Strength,Biceps,Dumbbell,Intermediate,,
40,Dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate,,
41,MetaBurn Dumbbell Drag Curl,Strength,Biceps,Dumbbell,Intermediate,,
42,FYR2 Alternating Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate,,
43,FYR2 Seesaw Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,,
44,FYR2 Single-Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,,
45,FYR2 Dumbbell Curl-Row Complex,Strength,Biceps,Dumbbell,Intermediate,,
46,30 Arms Standing Dumbbell Hammer Curl 21s,Strength,Biceps,Dumbbell,Intermediate,,
47,30 Arms Single-Arm Dumbbell Preacher Curl,Strength,Biceps,Dumbbell,Intermediate,,
48,30 Arms Seated Dumbbell Concentration Curl,Strength,Biceps,Dumbbell,Intermediate,,
49,30 Arms Incline Dumbbell Triceps Extension,Strength,Biceps,Dumbbell,Intermediate,,
50,Barbell spider curl,Strength,Biceps,Other,Intermediate,,
51,Barbell forehead curl,Strength,Biceps,Other,Intermediate,,
52,Reverse Barbell Preacher Curls,Strength,Biceps,E-Z Curl Bar,Beginner,Average,
53,Standing barbell calf raise,Strength,Calves,Barbell,Beginner,Average,
54,Barbell Seated Calf Raise,Strength,Calves,Barbell,Beginner,Average,
55,Calf Raise On A Dumbbell,Strength,Calves,Dumbbell,Beginner,Average,
56,Standing Dumbbell Calf Raise,Strength,Calves,Dumbbell,Intermediate,,
57,Single-leg standing dumbbell calf raise,Strength,Calves,Dumbbell,Intermediate,,
58,Dumbbell walking calf raise,Strength,Calves,Dumbbell,Intermediate,,
59,Barbell Bench Press - Medium Grip,Strength,Chest,Barbell,Intermediate,Average,
60,Decline barbell bench press,Strength,Chest,Barbell,Intermediate,Average,
61,Wide-Grip Decline Barbell Bench Press,Strength,Chest,Barbell,Beginner,Average,
62,Barbell Incline Bench Press Medium-Grip,Strength,Chest,Barbell,Intermediate,Average,
63,Barbell Bench Press-Wide Grip,Strength,Chest,Barbell,Beginner,Average,
64,Wide-Grip Decline Barbell Pullover,Strength,Chest,Barbell,Beginner,Average,
65,Barbell Guillotine Bench Press,Strength,Chest,Barbell,Beginner,Average,
66,AM Flat Bench Barbell Press,Strength,Chest,Barbell,Intermediate,,
67,King Maker Barbell Bench Press,Strength,Chest,Barbell,Intermediate,,
68,King Maker Incline Barbell Bench Press,Strength,Chest,Barbell,Intermediate,,
69,30 Chest Incline Barbell Bench Press,Strength,Chest,Barbell,Intermediate,,
70,30 Chest Barbell Bench Press,Strength,Chest,Barbell,Intermediate,,
71,30 Chest 30-Degree Incline Dumbbell Press,Strength,Chest,Barbell,Intermediate,,
72,Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,Average,
73,Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,Average,
74,Incline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Average,
75,Decline Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,Average,
76,Reverse-grip incline dumbbell bench press,Strength,Chest,Dumbbell,Beginner,Average,
77,Incline Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,Average,
78,Neutral-grip dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Average,
79,Decline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Average,
80,Straight-arm dumbbell pull-over,Strength,Chest,Dumbbell,Intermediate,Average,
81,Incline Dumbbell Bench With Palms Facing In,Strength,Chest,Dumbbell,Beginner,Average,
82,Incline Dumbbell Flyes - With A Twist,Strength,Chest,Dumbbell,Beginner,Average,
83,Bent-arm dumbbell pull-over,Strength,Chest,Dumbbell,Intermediate,Average,
84,Close-grip dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Average,
85,Single-dumbbell push-up,Strength,Chest,Dumbbell,Intermediate,Average,
86,One-Arm Flat Bench Dumbbell Flye,Strength,Chest,Dumbbell,Beginner,Average,
87,Dumbbell Fix Dumbbell Floor Chest Fly,Strength,Chest,Dumbbell,Intermediate,,
88,Dumbbell Fix Traveling Push-Up,Strength,Chest,Dumbbell,Intermediate,,
89,Incline dumbbell chest fly,Strength,Chest,Dumbbell,Intermediate,,
90,Paul Carter Dumbbell Shrug,Strength,Chest,Dumbbell,Intermediate,,
91,Dumbbell push-up row,Strength,Chest,Dumbbell,Intermediate,,
92,TBS Dumbbell Incline Press,Strength,Chest,Dumbbell,Intermediate,,
93,Incline Dumbbell Fly - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,,
