,Title,Type,BodyPart,Equipment,Level,RatingDesc,Calories
403,UP Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,,
404,UP Seated Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,,
405,AA Incline Bench Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,,
406,Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate,,
407,Standing Dumbbell Scap Raise,Strength,Shoulders,Dumbbell,Intermediate,,
408,Holman Dumbbell Hip Drive to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,,
409,Dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate,,
410,Dumbbell clean and push-press,Strength,Shoulders,Dumbbell,Intermediate,,
411,Total Fitness Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate,,
412,Single-arm dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate,,
413,Jordan Shallow Dumbbell Pull-Over,Strength,Shoulders,Dumbbell,Intermediate,,
414,King Maker Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,,
415,Dumbbell shadow boxing,Strength,Shoulders,Dumbbell,Intermediate,,
416,King Maker Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate,,
417,King Maker Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate,,
418,30 Shoulders Alternating Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,,
419,30 Shoulders Bent-Over Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,,
420,30 Shoulders Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,,
421,30 Shoulders Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,,
422,30 Shoulders Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate,,
423,30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,,
424,30 Shoulders Seated Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,,
425,30 Shoulders Seated Dumbbell Side Raise,Strength,Shoulders,Dumbbell,Intermediate,,
426,30 Shoulders Standing Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate,,
427,MetaBurn Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,,
428,RG Forward-Leaning Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate,,
429,RG Alternating Seated Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,,
430,RG Seated Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,,
431,FYR2 Dumbbell Clean and Jerk,Strength,Shoulders,Dumbbell,Intermediate,,
432,FYR2 Dumbbell Cross-Body Front Raise,Strength,Shoulders,Dumbbell,Intermediate,,
433,FYR2 Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,,
434,FYR2 Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,,
435,FYR2 Seesaw Dumbbell Military Press,Strength,Shoulders,Dumbbell,Intermediate,,
436,FYR2 Single-Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate,,
437,FYR2 Single-Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,,
438,Towel dumbbell front raise,Strength,Shoulders,Other,Intermediate,,
439,Standing barbell overhead triceps extension,Strength,Triceps,Barbell,Intermediate,Average,
440,Decline Barbell Triceps Extension - Gethin Variation,Strength,Triceps,Barbell,Intermediate,,
441,30 Arms Barbell Skullcrusher,Strength,Triceps,Barbell,Intermediate,,
442,Dumbbell floor press,Powerlifting,Triceps,Dumbbell,Intermediate,Average,
443,Tricep Dumbbell Kickback,Strength,Triceps,Dumbbell,Intermediate,Average,
444,Standing Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,Average,
445,Single-arm dumbbell triceps extension,Strength,Triceps,Dumbbell,Intermediate,Average,
446,Decline Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,Average,
447,Dumbbell skullcrusher,Strength,Triceps,Dumbbell,Intermediate,Average,
448,One Arm Pronated Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,Average,
449,One Arm Supinated Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,Average,
450,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,Average,
451,Standing Bent-Over One-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,Average,
452,Seated Bent-Over One-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,Average,
453,Dumbbell Tricep Extension -Pronated Grip,Strength,Triceps,Dumbbell,Beginner,Average,
454,Paul Carter Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate,,
455,Single-arm dumbbell skullcrusher,Strength,Triceps,Dumbbell,Intermediate,,
456,Dumbbells-together incline bench press,Strength,Triceps,Dumbbell,Intermediate,,
457,Incline dumbbell overhead triceps extension,Strength,Triceps,Dumbbell,Intermediate,,
458,Dumbbell Crush Press,Strength,Triceps,Dumbbell,Intermediate,,
459,Total Fitness Close-Grip Dumbbell Press,Strength,Triceps,Dumbbell,Intermediate,,
460,Dumbbell row to triceps kick-back,Strength,Triceps,Dumbbell,Intermediate,,
461,FYR2 Single-Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,,
462,30 Arms Overhead Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,,
463,30 Arms Dumbbell Skullcrusher,Strength,Triceps,Dumbbell,Intermediate,,
464,30 Arms Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate,,
465,30 Arms BFR Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate,,
466,Dumbbell saw triceps skullcrusher,Strength,Triceps,Dumbbell,Intermediate,,
467,Lying Close-Grip Barbell Triceps Press To Chin,Strength,Triceps,E-Z Curl Bar,Beginner,Average,
